score	text
4.5	특이한 인테리어 라탄 발리 느낌 조용한 공간 친구들이랑 수다 담에 또 가야지
5	완전 분위기가 좋아요. 4층까지 있는데 사람이 많아서 자리가 없을 수 있으니 유의해주세요! 하지만 맛은 있어요!
5	커피 맛있어요 추천
5	이국적인 인테리어와 넓은 실내!
3.5	분위기 최고, 디저트 기대 안 했는데 맛있어서 깜놀! 사람 많아서 좀 시끄럽고 화장실 관리를 더 잘하셨으면 좋겠어요~
5	좋아요~
5	에브다
3.5	사람 너무 많아요ᅲᅲ
5	넓고 깨끗하고 인테리어 예뻐요! 사진도 잘 나오고 커피도 맛있어요: )
5	음료도 좋고 분위기 좋습니다. 다양한 인테리어 때문에 사진 찍기에도 공부하러 오기에도 좋아요
5	아메리카노 강남 핫 플 라탄 층마다 인테리어 느낌이 달라서 좋고 음료도 맛있어서 너무 좋아요!
5	커피도 맛있고 카페가 너무 예쁘네요^^ 다음에 또 가야겠어요!
5	여기 진짜 분위기 맛 집 사진 맛 집!! 동남아 휴양지에 온 기분이에요!! 망고 라테 딸기 라테 맛있었어요♡
5	카페 내부가 예쁘게 생겼다 라탄 좋아하는 사람은 좋아할 듯
5	은은한 조명에 라탄 소재 아이템도 많았고 진짜 발리를 연상케 했음
5	여기 진짜 이쁨!! 인테리어가 정말 너무 좋고 여름이지만 에어컨 빵빵해서 추울 정도에요~ㅎ 특히 케이크 맛나요~
5	좋아요
5	조아여
1	카페가 관리가 안 됨. 물컵 냅킨 화장실 등등... 커피 두 잔도 거의 한 시간 만에 받았네요
4.5	금액 대는 좀 잇지만,, 라테 맛도 좋고~ 외관부터 해서 안쪽의 모두가 발리 감성을 느껴 기부니 좋아지는 카페라 즐겨 찾을 거 같아요
5	라탄 분위기 좋아요 !ㅠㅠ
3	인테리어는 이쁜데 커피가 너무 진해요
4	좌석도 충분하고 인테리어 좋고 맛도 괜찮아요
3	사람이 굉장히 많아요.........
5	진짜 발리에 여행 온 것 같은 예쁜 인테리어! 층마다 다 다른 분위기로 좋아요! 일층에 몰려계셨는데 생각보다 위층도 예쁜데 많아요! 분위기 자체로 다한 멋진 카페!
4	4층짜리 건물이 모두 카페인데 엘리베이터가 없어서 불편해요 ㅠ 창문을 열어놓은 층은 에어컨이 안 나와서 덥고요. 하지만 인테리어가 다했네요!!! 음료는 나쁘지 않은 정도!
5	분위기 좋고 케이크도 크고 맛있어요
5	굿굿 이뻐요
5	기분 좋은 곳이에요~
1.5	커피도 별로고 디저트도 별론데 너무 비싸요
5	좋아요 인테리어도 예쁘고 시원하고 굿 커피도 산미 있고 맛있어요
4.5	공간도 넓고 이색적인 분위기가 좋네요!
5	위층이 더 조용하고 이쁨
4	분위기 발리 ㅋㅋㅋ 사람 바글바글해요
3	카페는 분위기 좋았지만 가격이 확실히 강남이라 비쌈
5	여기 분위기 아주 좋아요~
3.5	분위기 좋아요👍👍
4	맛있어요
5	분위기 시강. 층마다 분위기 조금씩 달라요. 라탄 베이스
4	이뻐요
3.5	베트남에 온 것 같았어요! 야외에서 먹었거든요 ㅎㅎ 내부도 외부도 예쁘게 잘 해놨어요 라탄 제품도 팔아요 아메리카노 괜찮았어요 블루베리 치즈케이크는 너무 비싸네요
4.5	분위기 값
5	라탄으로 인테리어 되어있어 너무 이쁘네요
5	인테리어도 너무 좋고 잘 있다가 갑니다
4.5	케이크도 커피도 맛있는데 화장실이 너무 비좁아요 ㅜ
5	내 인생 콜드브루
5	좋아요
4	건물이 되게 예쁘고 넓어요 강남답게 메뉴는 비싸네요 ㅎㅎ 치즈케이크 7800원 밀크티 8000원 청포도 에이드 7000원입니다
4	너무 이뻐요 카페! 음료는 좀 비싸네요 ㅠㅠ
3.5	좋아요
3.5	분위기가 독특한데 사람이 너무 많아요
4.5	당해 맛있어요
5	분위기 좋다 편하고 힐링~
4	분위기 좋은데 사람 많아서 슬픔
4	사람이 너무 많아요. 음료는 값이 좀 있어요. 직원분들은 엄청 친절하세요!
5	넓고 좋아요~ ㅎㅎ
4.5	요즘 트렌드에 맞는 라탄 인테리어 휴양지 온 기분 커피 맛도 괜찮음
4	라탄이 여기저기 있어서 분위기 좋아요
5	분위기 너무 좋아요
4	발리에 온 느낌~~~ 라탄 라탄~~
4	상당히 독특한 인테리어와 넓은 공간! 쾌적해요 사람이 넘나 많네요 ㅠ
5	발리서 타일~
5	ㅎㅎ
4	야외는 벌레가 많아서 아쉽
5	존 예태 카페이다.
3.5	분위기 대박 다만 가격이 좀 비싸요
4	라탄으로 도배된 곳
5	좋아요
3	쏘 쏘
5	라탄 장식 너무 멋져요 분위기짱
5	여기 분위기 넘넘 좋아요! 해외 휴양지 분위기 돋는 사진 맛 집ㅋㅋㅋ 그리고 케이크 진짜 맛있어요ㅠㅠ
4	패션후르츠 에이드 맛있어요
5	당근 케이크 맛있어요 분위기 독특하고 약간 발리 느낌🌺 디저트가 개인적으로 비싸지만 퀄리 좋아요
5	케이크 맛있음. 앉아잇기 좋아요.
5	분위기 너무 좋아요~발리 가고 싶다는 ㅎㅎ 말차 라테 맛있네요~^^
5	굿
5	여자친구랑 데이트하려고 카페 찾다가 발견ㅎ 사진 잘 나와서 칭찬받음
5	특이하게 생긴 카페에요. 인스타 인증숏 이쁘게 나옴 ㅠㅠ
4	분위기가 좋네요
5	분위기가 너무 좋아요. 친구들 만나기 딱 좋음!
4	분위기가 좋아요.
3	장소가 넓고 분위기는 뭔가 사이판 발리 같은 느낌? 근데 케이크가 비싼 거에 비해 맛은 파리바게뜨만도 못 함. ㅋㅋ 그냥 사서 파는 느낌...?
5	여기 크로플 먹지 마세요. 제가 다 먹을 거니까^_^
4	웨이팅 미쳤다..
4	존 만 가격 땜에 별 하나는 까요
4.5	맛있는데 가격대 있는 편
5	진짜 맛있고 줄 안내하시는 직원분이 일을 너무 잘하셔서 칭찬 드리고 싶네요
4.5	회전 빠르고 진짜 맛있어요
4	열두시 전에 가서 줄 시세여! 포장 이십분 정도 만에 가져왔어요
5	와플 맛있어
5	존맛탱
4	환기 좀 .....
5	플레인 존 만
4	먹어본 크로플 중에 가장 바삭하다. 딱 내가 생각한 이상적인 크로 프로. 강민경 와플집이라는 타이틀 때문에 여유롭게 카페에 앉아서 먹을 수 없는 게 아쉽다. 그래도 맛보려고 몰려온 사람들의 수요에 최대한 맞출 수 있도록 하려고 내린 결정이시니 어쩔 수 없었다고 본다. 모두 맛보려고 와플 세트를 구매했다. 역시 플레인이 가장 맛있다. 개인적으로 바질을 매우 사랑하는데 여기 바질 와플은 맵다. 바질 맛보다 레드페퍼? 맛이 훨씬 강해서 추천하지는 않는다. 치즈는 플레인에 치즈 한 장이 얹어진 딱 다 짠한 맛. 한 개까지가 물리지 않고 가장 맛있게 먹을 수 있다.
3.5	이제 테이크아웃밖에 안돼요 콘 와 플 안돼서 좀 그랬는데 오래 안 기다려도 되고 좋아요 맛있어요
5	진짜 맛있음👍
5	맛있어요
3	맛은 있어요 근데 아침 일찍 가서 웨이팅 리스트에 일등으로 작성해서 매장 가장 일찍 들어갔는데 왜 주문은 웨이팅 순서대로가 아닌 선착순으로 받는 거죠..? 1등 먹어놓고 주문은 가장 늦게 해서 음식 가장 늦게 받았어요 ㅋㅋ
4.5	이제는 안에서 못 먹고 무조건 테이크아웃만 가능해요 안 기다려서 좋아요
5	평일인데도 처음에 못 사고 다음 시간대에 딱 맞춰갔는데도 사람 많았어요!! 제가 먹어본 크로 프로 중에 젤 컸어요 콩 맛 맛나요>_<❤️ 직원분들도 짱친절~
3	강민경이 왔다 가서 유명해진 거일뿐 맛은 그냥 평범함. 굳이 줄 서서 살 필요는 없고 다른 데서 크로플 먹어도 될만한 맛이네요
4	맛있는데 좀 비싼 듯..
3	웨이팅이 어마어마해서 진짜 놀라웠어요. 웨이팅 빼곤 크로 풀 맛 집보단 와플 맛 집 같아요!
4.5	요즘 빠진 크로플 먹으러 갔다 왔습니다. 2:50분쯤 가서 미리 대기 명단에 이름 올려놓고 전화받고 4:30-5시 사이에 갔던 것 같아요. 크로플 생각보다 크고 맛있었습니다. 브레이크 타임 때 미리 대기 명단 적어놓으세요 사람 정말 많더라고요! 크로 폴은 플레인은 호불호 안 갈릴 맛입니다 존 만 :)!
3	포장은 또 빨리 주네
4.5	평일 오픈전에 갔는데도 대기 많아요 포장은 줄 서서 바로바로~ 매장에서 먹으려면 1인 1음료!
3	사람이 너어어어어어무 많아요.
4	운 좋게 웨이팅 없이 바로 입장, 크로플 딱 생각하는 그 맛이에요!! 맛있어요❤️ 에이드는 비추
5	굿굿 와플 너무 맛있습니다~ 항상 가면 웨이팅이 많아서 포장만 하는데 언제쯤 앉아서 먹고 올 수 있을까요?
4.5	가로수길 핫 플!
4	맛있네요 자리는 불편해요
3.5	생각보다 하나가 크네요. 달콤하고 맛 좋아요. 아메리카노와 궁합 굿.
4	웨이팅이 길어서 아쉽지만 와플 맛있아요
5	맛있어요
5	유명하다고 해서 갔는데 평일 12시에도 사람이 이렇게 많을 줄은..;; 포장은 웨이팅 없이 바로 돼서 포장해서 먹었습니다 은근 내부 자리가 협소하고 사람 많이 들락거려서 정신없어요 그냥 포장해서 먹는 게 편할 것 같아요! 맛은 바질이랑 플레인 먹었는데 둘 다 너무 마싰고 ㅠ 크기가 은근 커요 진짜 담에 또 올 거에 여 ㅠ
3.5	엄청난 웨이팅.. 그래도 맛있기는 해요.
4.5	와플은 대전 맛~ 안 먹어봤다면 먹어보기! 예약 시스템 문제가 좀 심한 듯; 포장은 1층에서 대기 명단을 쓰던데 먹고 가는 사람은 줄 서서 기다리고... 기다리나 명단이나 똑같다고 하더니 저희는 찝찝해서 줄 서서 포장해갔는데 점심 먹고 나왔는데 명단 쓴 사람은 아직도 기다리고 있더군요 ㅇㅅㅇ 무조건 줄 서서 드시던 포장하던 하시길,,
5	3시 15분쯤 방문하여 예약 명부에 작성하고 4시 30분에 포장 받았습니다. 기다려서 먹을만한 맛이에요. 집 도착하자마자 가족끼리 먹다가 사진 찍었네요. 부모님도 매우 맛있다고하셔요ㅎㅎ와플세트로 3종류 맛보았는데 저는 플레인이 제일 맛있네요
3	글쎄요. 평일 낮에 과연 한 시간 넘게 기다려서 먹을 만큼 맛있는 건 아닌 것 같아요. 매장에서 먹으려고 했는데 대기가 너무 길어 중간에 포장으로 바꿔서 가지고 나왔어요.
4	콘에 와플, 트러플 수프, 청자몽스쿼시 정말 맛있게 먹었어요! 포장해와서 냉동해놓고 다음날 오븐에 구워 먹으니 매장에서 먹던 맛 그대로네요 추천드립니다 ㅎㅎ 다만 직원분이 다소 불친절해서 별 하나 깎습니다ㅠ
3.5	ㅎ
5	웨이팅은 필수인 와플집!
4	좋아요 ♡♡♡♡♡♡
4	맛있는데 사람이 너무 많아서 항상 기다려야 해요
4	엄청 맛있네요 근데 친절하진 않음
4	플레인 와플 진짜 맛있어요-! 바질은 살짝 동남아 향익 느껴져서 저의 취향은 아니었습니다. 아메리카노는 평범했고, 새들어 슈페너는 시럽이 바닥에 깔려있는 느낌이라.. 잘 저어먹으면 달달한 라테같이 맛있어요. 주말에 방문해서 그런지 정말 정말 사람이 많았습니다. 오후 2시에 방문해서 4시 매장 방문에 이름 올렸어요. 콘에 와플은 이미 품절이었습니다.
4	크로 폴은 여기가 진짜 최고 맛있어요
5	존 만
3.5	4시에 빵 나온 데서 받았는데 갓 만든 빵 같지 않았으면 따뜻하지 않았고 첫입 물때 바삭하지도 않았음 근데 뭐 그래도 맛있었음..
4	맛나지만 지금 인기 정도까진 아닌 듯 플레인이 더 맛있음
5	맛있어요
5	맛있어요 근데 사람 많아요
5	맛있어요
5	존맛탱
3.5	너무 정신없고,, 와플은 맛나요,,
4	웨이팅 길어요 주말은 11시 오픈이니 참고하세요 한 번쯤 먹을만한 맛
5	플레인 맛있어요
5	맛있는데 줄이 너무 길어요
0.5	크로플 맛있는데 남알 바 마스크 안 하고 웨이팅 길고 엉망이고 알 바들 다 싹수없어요..
5	와플 짱짱짱
4	와우! 맛있어요. 개인적으로는 플레인이 더 맛있었답니다!
0.5	테이크아웃 하려고 12시 오픈인데 11시에 가서 4번째로 명단 썼습니다. 11시 45분쯤 전화 와서 12시 10분에 계산하러 오라고 해서 딱 맞춰 갔더니 다시 결제 줄 섰고 계산하고 옆에서 와플 기다리는데 아무리 해도 안 나오길래 계산하시는 분한테 물어봤더니 뭐 확인도 안 해보시고 받아 가는 건 결에 순이라고.. 그래서 또 기다리는데 저희보다 늦게 계산한 사람도 다 받아 가는 거 보고 옆에 포장하시는 분한테 물어봤더니 매장/테이크아웃 잘못 표시해서 계속 안 나왔던 거였어요. 말 걸고 물어보면 진상되는 분위기길래 참고 기다렸는데 첨 물어봤을 때 확인 한 번만 해주셨으면 이십분씩 서서 더 안 기다려도 되는데. 기껏 11시에 가서 명단 쓴 것도 소용없고 매장 정신없으니까 직원들도 바쁘다고 확인도 안 해주시고 많이 팔 생각만 말고 정리 좀 해주셨으면 좋겠어요.
5	겉바속촉의 정석
5	너무 친절하고 맛있습니다. 손님 줄 정리해주시는 분도 너무 친절하시고요!!! 여러 곳을 다니며 크로 풀을 먹어봤지만 새들러가 가장 맛있습니다!!! 다만 포장이랑 매장 식사 등 예약체계가 조금 더 좋아졌으면 하는 바람이에요ᅲ_ᅲ 서울 여행 왔는데 성공!!! 다음에 또 방문하려고요 ᄒᄒᄒ 플레인 > 바질 > 치즈 플레인 강 추추히!!!!! 커피는 아이스 아메리카노 추천🧡
0.5	평일 오후 5시 40분쯤 와플 기다리지 않고 구매했어요 테이블 자리 있어 음료같이 구매하려고 하니 포장만 된다 하더라고요. 한적해서 사진 찍고 와플 조금 먹고 있는데 포장 고객은 매장 안에서 먹지 말라 하더라고요? 8시 마감으로 알고 있었는데 미리 공지를 하던가, 포장 고객 매장 내 섭취 불가란 안내 문구 하나 없이 포스 앞 여자분 눈으로 욕하더라고요 면박당한 기분이었어요 최근 핫한 곳이라 맛이 궁금해 방문했는데 서비스 인식은 많이 부족한 듯;
4.5	존 만 기대돼 대대 대대ㅐ대ㅇ
5	핵만. 바질은 좀 자극적이어서 플레인이 젤 맛나 얌
1	직원들이 너무 불친절해요
5	진짜 맛있어요 사람도 많고요
5	달달하니 맛나요
5	매장에서 먹으려고 한 시간 웨이팅... ㅜㅜ 근데 크로플 맛있음..
4	대기가 많아 테이크아웃 했는데. 담엔 실내에서 먹어보고 싶어요
5	너무 맛있어요 제 입맛엔 플레인이 짱
5	세트 먹어봤는데 바질이 참 맛있네요
5	크로플 넘버원
5	자꾸 생각이 나서 오게 되네요 ^^ 오늘 너무 일찍 왔는지 저 혼자밖에 없었네요 ㅠ.. 기다린 만큼 맛은 정말 최고입니다!!! 근데 진짜 기다리시는 분들은 고역이실 것 같긴 해요;; 직원분들 주말에도 고생하시는 모습이 보입니다 ㅠㅠ 힘내세요..!!
4.5	줄 서는 이유 있네요. 가격 비싸고 맛 있고ㅋㅋ 간혹 생각날 맛이에요~
5	크로플맛집 플레인은 맛있었는데 바질은 ㅠㅠ저번보다 눅눅했어요
4.5	맛있어요!
5	크로플 맛 집답게 실망시키지 않는 맛! 보통 많이 가져가는 테이크 아웃 세트 대신 음료를 자두 스쿼시로 선택한 게 신의 한 수! 대기는 조금 있지만 정말 맛있어요~!
5	진짜 맛있음
3.5	긴 기다림 끝 달콤 바싹 맛있어요
4.5	굿굿
3	크로 폴은 맛있으나 테이크아웃 세트 포장하는 법을 다시 신경 써야 할 듯.. 밑에 까는 나무판자 같은 거 전혀 아메리카노 잔을 단단히 받쳐주지 못해요. 별로 딴딴하지도 않고 불안하더니 결국 음료를 다 쏟을 수밖에....
5	크로플 존 만이에요... 식감도 크루아상 느낌 살아있어서 부드럽고 촉촉하고 겉에 발라져있는 소스들도 다 맛있어요 크로플 전체적인 식감은 겉바속촉 (속이 진짜 크루아상 식감이 한겾한겹 살아있네 오) ✔ 개인적으로 바질 맛이 가장 맛있었어요 단잔  약간 매콤한 맛이에요!
4.5	플레인 와플 맛있어요 포장하니까 덜 기다리고 좋아요
4	맛있어요^^
5	굿
3.5	..0
5	와플이 맛있네요. 여자친구가 좋아함
5	평일도 바글바글
5	처음엔 한 시간 이상 대기한다 그래서 포기했다가 나중에 지나가다가 혹시나 들렀는데 시간 잘 맞춰서 대기도 없이 바로 포장해왔어요!! 플레인이 진짜 대박👍🏻
5	와플! 최고에 맛 기다린 보람 있는 맛
4	달달한 게 맛있구먼!!
4.5	맛있어요 콘이 줄줄 흐르고 포장하고 한 시간 잇다 먹었는데 플레인이 아직도 바삭해요 바싹 구운 크로플맛이에요 좀 탔나 싶을 정도 그래도 크고 먹을만했지만 12시 5분 전에 갔는데 이미 앞에 40명이 매장 안 또는 포장 대기 중이셨어요 왔으니까 기다려서 먹었는데 기다려서 먹는 그만큼의갑어치가 잇나 인데 저는 약속이 이 근처면 머 괜찮고 이 집만 바라보고 오면 조금 ... 인 스타인가 어디에 손님이 직원분 말투로 너무 속상햇단글봣어요 손님이 많으니까 직원분들 목소리도 커지고 웃으면 말씀 안 하시면 좀 무섭게느꺄질수잇을것같아요. 전 그런 일은 없었고 세트로 안 시켰는데 세트로 된 디고 알려주시고 감사했어요
5	친절해요..
5	정말 맛있어요
5	크로플 존 만 ㅠㅠㅠ
3	포장도 30분 이상 대기...
5	정말 맛있어요! 기다려서 먹은 보람이 있어요!
4	플레인이 깔끔하게 더 맛있었어요. 포장은 기다리지도 않고 바로바로 받아서 좋았어요
3	바질은 비추천.
5	일요일 10:40에 도착하니 이미 대기 명단에 20팀 정도 있었음. 와플세투  콘 주문함. 한 시간 정도 기다린 거지만 기다릴만한 가치 있는 와플임 너무 맛있음! ❤️ 담에 10분 더 빨리 와서 11시에 바로 들어갈 거임
5	진짜 크로플 최고!!!
3.5	페이스트리와 플 대기만 아니라면 자주 먹을 텐데... 식으면 에프 돌려서 드세요
5	개존맛 와플 ㅇㅈ
5	바사사삭 맛나네요
5	바질 와플 맛있어요!!
3.5	크로 폴은 여기가 가격 대비 장맛 그렇지만 사람이 너무 엄청 너무 많다. 오픈 시간에 가야 18시 안에는 들어갈 수 있다. 포장도 줄 서야 할 수 있는 곳.
4	매장에서 드시는 걸 추천해요!! 테이크아웃이면 에어프라이기 180도 5분 필수!!!
5	왜 웨이팅 하는지 알겠음 ㅋㅋㅋㅋ
5	맛있어요 바로 드시길
5	맛있어요~~ 맛있어~~ 와플도 크고 괜찮아요~
5	크로플 진짜 찐맛탱ㅠㅠ
5	와플이 진짜 맛있어요
5	너무너무 친절하고 너무너무 맛있어요 강추
5	포장 대기 엄청 길었는데 먹어보니 기다릴만하네요
4	맛있네요. 그런데 미리 메뉴 예약은 왜 하는지? 픽업하러 오라 해서 갔더니 시킨 메뉴들은 없... 있고요
3	맛은 있었지만 직원들이 불친절했습니다
4	조금 달긴 한데 맛있어요
4	비싸요.
5	플레인 크로플 최고예요
4.5	자꾸 생각나
5	존 만
5	바질 맛있어요!! 또 먹고 싶어요~
3.5	맛있는데 비싸요
5	진짜 맛있어요 미쳤어요 또 생각남
4	매장 이용은 이미 진즉에 마감되어 포장을 위한 줄만 1시간가량 기다려서 먹었어요! 역시는 역시, 너무 맛있었지만 인기가 조금 사그라들고 인파가 조금 줄어들 때 즈음 다시 가려고 합니다!
4	맛있어요!!!! 근데 가격이 후들후들,,,,,
4	처음이라 세트로 시켜봤어요~ 가족들 입맛엔 플레인-치즈-바질 순이라는데 저는 치즈보단 바질이 더 맛있었어요. 바질이 약간 매콤한 맛도 있고 바질 향이 취향이 좀 갈리는 것 같았어요. 총 평은 맛과 양 모두 좋았으나, 웨이팅 시스템이 약간... 이해가 안 가는? 그게 최대 단점이었어요. 가로수길에서 하루 종일 놀 거면 웨이팅 걸어놓고 다녀와도 좋을 것 같아요.
3	맛은 괜찮 웨이팅ㅠ
5	웨이팅이 정말 헬.....이지만 맛은 인정👍🏻 와플도 맛있지만 전 커피도 좋았어요! 추가 주문 및 변경이 안되는 게 많이 아쉬운데 뒤에 기다리는 사람들 생각하면 그것도 이해는 되네요...ㅠㅠ
4.5	귯
4	매장이 작지만 크로 폴은 맛ㅇㅆ어요
3.5	맛있어요
3.5	웨이팅 맛 집 기다려야 하지만 맛있는 편
5	와! 진짜 너무 맛있어요! 아이도 너무 좋아하고요!!
4.5	새들러 하우스 크로플 바질크로플
5	안 먹으면 바보
5	오늘도 일찍 줄 서서 매장 식사했습니다! 주말에 가다가 평일에 갔는데 평일은 빛의 속도로 사람들이 많이 몰려오는 거 같네요~! 드디어 콘 와 플 사서 먹었는데 플레인 와플 못지않게 정말 맛있네요 ㅎㅅㅎ 그리고 자두 스쿼시도 마셨는데 자두 또한 엄청 맛있습니다ㅠㅠ♥️ 항상 주마다 한 번씩 방문하는데 진짜 너무 맛있습니다!!!!!! 강력 추천합니다!! 그리고 오픈 시간 되면 정리를 척척 잘해주시는 분들도 최고이십니다 ㅋㅋ 새들러는 사랑입니다♥️
4	요즘 유행하는 크로플 맛있어요! 하지만 대기가 너무 길어서 전화번호 등록해서 미리 주문해야 받을 수 있다는 게 단점... 기다리지 않고 받을 수 있으면 좋겠어요
5	맛있어요! 또 생각나는 맛! 카페 내부는 협소했지만 너무 맛있어요!
5	대기가 많아서 포장했는데 맛있었어요~~
5	요미요미요미요미ㅣㅣㅣ
4	냠냠
5	다 먹고 맛있어서 와플 세트 포장해씀다' 비가 와서 비닐봉지도 추가했지만 비가 안 왔고 집에 바로 갔더라면 비닐봉지 추가 안 할 거가 탈영'!
4.5	음료도 와플도 정말 맛있습니다. 그런데 큰개 두 마리가 크게 짖을 때는 무서웠습니다.
3.5	맛있긴 한데 바빠서 그런가 친절도는 그다지,, 평일 낮에 가니 웨이팅도 없었는데 포스 보는 직원분은 서두르는 게 몸에 배었는지 엄청 대충 주문받네요,, 맛도 솔직히 보통,, 원조가 더 맛나요 금호동
5	맛있어요
4.5	너무 맛있아 영 ㅜㅜ
5	플레인 하나. 바질 하나. 엄청 달고 짭조름하지만 맛있어요! 그렇지만 줄이 너무 길어요ㅠㅠ
3	크로 폴은 맛있지만 웨이팅 리스트 적고 세 시간 기다릴 정도는 아니며 장소가 협소하고 다시는 안 와도 되겠다 ^^
5	벌써 세 번째 방문입니다 >< 첫 번째 영수증은 버려서 인증을 못 남겼지만,, 오늘 아침 일찍 와서 대 기타다가 매장 식사를 드디어 했습니다!!! 일찍 와서 보니 율무와 후추 귀여운 강아지들을 보았고요~~~ 워낙 유명한 가게이다 보니 언니들이 정신이 없네요ㅠㅠ 더운 날 고생 많습니다!! 저는 개인적으로 플레인>치즈>바질 추천입니다 ㅎㅎ 콘 와 풀도 나왔다고 하는데 나중에 또 가게 되면 콘 와 풀도 먹어야겠네요~! 도전정신을 갖게 해주는 마성의 새들러 하우스 ㅋㅋㅋㅋㅋㅋㅋㅋ 또 도전하러 가겠습니다 ㅋ ㅋ
5	진짜로 최고예요............. 진짜 대 존맛탱
4	괜찮은데 사람이 정말 너무 많아요 ㅠㅠ
4	맛있어요
5	크로플 맛 집은 역시 새들러입니다❣️
5	존맛탱
3	대기공간이 너무 좁고 더움. 플레인이 제일 맛있음
5	존맛탱 ㅠㅠ
5	와플이 적당히 달고 맛나요
5	너무 맛있었어요 ㅠㅠ 웨이팅이 길었지만
5	기본이랑 치즈가 맛있음 콘도 먹어 봐야지
5	역시 핫 프로인가 봐요 포장은 조금 줄 서서 구매했어요 ㅎㅎㅎㅎ 맛나여
4	인기 있는 곳이어서 다양한 메뉴를 편하게 즐길 수 없지만 플레인 와플 진짜 맛있어요.
4	사람이 너무 많아서 오후 1시 반쯤 갔는데 4시 이후에 입장 가능햌ㅅ어요 포장만 해왔읍니당 눈물.... 그래도 친절하셔요 다들
4.5	사람 너무 많,,,
4	맛있어요!!!!! 재방문의 사 있는데 웨이팅이 길어서 아쉬워요ㅠ. ㅠ
5	왜 줄 서서 먹는지 알 거 같은 맛 ,,
5	강민경 맛 집 나도 방문
5	뇸!
5	뇸
5	뇸
5	뇸
5	크로플 찐 맛 집! 기다려서 먹을만 하던데웈ㅋ
5	5월에 처음 방문하고, 너무 맛이 인상적이어서 이번에 또 갔네요ㅠㅅ ㅠ 5월에 12:10분에 갔는데 웨이팅이 30분 내외로 있었고, 이번에 방문할 때 5분도 안 돼서 받았습니다! 매장에 식사하기엔 너무 오래 기다려야 돼서 포장으로 했습니다 ㅎㅎ 진짜 왜 사람들이 크로플 맛 집이라 하는지 먹어보니 알 거 같아요 ㅠㅠ 진짜 너~~~무 맛있습니댜ㅠㅠ 기다릴만합니다 ㅎㅎ 그리고 밖에서 더운데 고생하는 예쁜 언니!! 너무 친절하세요ㅎㅎ 저 혼자 와서 포장 받고 나가는데 인사까지 해주시고~! 감동입니다ㅠㅠ 대박 나세요~~
4.5	너무 맛있어요 근데 매장은 작은데 사람은 많고 테이크 아웃 줄이 무자비하게 서있어서 맘 편히 먹기는 어렵습니다
4.5	가로수길 와플 너무 맛있어요
5	바질 와 플
4	소문 듣고 왔어요. 소문 대로 맛있네요. 배가 금방 부르니까 좀 느끼하긴 해요
5	너무 맛있어요. 그런데 Waiting이 너무 길다는..
3.5	젛아요
4	대부분이 포장 고객들이고 매장을 이용하려면 예약이 필수에요!!! 와플은 진짜 크고 달달해서 맛있어요!! 저는 개인적으로 플레인 추천입니다
4.5	요즘 가장 핫한 와플 맛집 ~ 웨이팅이 길어 앉아서 먹진 못했지만 포장은 금방 했어요
2	비싸요
5	존맛탱..
5	먹어본 와플 중 최고
4.5	대기 줄지도 너무 길고 대기시간도 너무 길었지만 와플 맛이 대기시간보상해쥼
5	진짜 맛있어요 ~!
