score	text
1	원래 리뷰 안 쓰는데 하도 화가 나서 씀 에그 베네딕트 먹는데 머리카락도 아니고 짧고 모근까지 있는 털 나왔음 사장인지 남자가 사과하긴 했는데 말투 개 아니꼬웠는데 재료가 없어서 다시 못해주고 그냥 가격 빼준다길래 알겠다 하고 먹음 파스타도 재료 다 떨어져서 다른 파스타로 대체됐는데 안내 못 받음 몰랐다가 다른 사람한테 설명해주는 거 듣고 알게 됨 계산할 때 말하니 그럼 돈 내지 말라고 함 그러면서 다음에 오실 땐 메뉴가 잘못 나왔으면 미리 처음부터 말하라 함 돈 원래 그냥 내려 했는데 말투부터 행동까지 다 불친절해서 그냥 환불받음 최악 맛은 그냥 나쁘지는 않은 정도
4	폴드 포그 에그 먹었는데 별로네요 돼지고기가 맞는지 의문이 듦 커피는 맛있어요
4	너무 늦게 나와요
5	진정한 브런치 맛 집
5	정말 맛있네요 사장님도 친절하시고요
5	짱 좄아요
5	맛있어요
4	에그 베네딕트가 제일 맛있고 오믈렛은 비추 패션 후르츠 에이드도 비추 돈 아까웠네요
5	역시
4	좋아요
4	왜 유명한지 알겠어요 브런치 너무 맛있어요 평일인데도 사람이 진짜 많네요 엄청 오래 기다려야 해요
4	모루에 그 베네딕트 갤러리아 웨이팅 좀 있어요 가격이 좀 있어요
3	좋아요
3	맛에 비해 웨이팅이 길음 에그 베네딕트 브런치
5	해시브라운 에그 베네딕트 먹었는데 처음 한 입 먹는 순간 귓가에 종이 울리는 맛이었어요 너무 맛있어서 울뻔했습니다 최고예요
4	커피가 연해서 브런치로 먹기 좋은 것 같습니다 에그 베네딕트는 맛있었는데 프렌치토스트 아이스크림이 너무 녹아 나와 당황했습니다 사람이 너무 많아서 번잡스러운 것 말고는 분위기 괜찮아요
4	분위기 너무 좋아요 해시브라운 에그 베네딕트랑 프렌치토스트 먹었는데 맛있네요 아쉬운 점은 가격이 살짝 비싸다는 느낌을 받았어요 에그 베네딕트에 샐러드를 좀 더 풍성하게 주거나 프렌치토스트에 과일이 다 냉동인데 바나나나 키위 같은 생과일이 있으면 좋을 거 같습니다
5	맛있는데 먹고 싶었던 해시브라운은 소진돼서 못 먹었다 그래도 다른 메뉴도 괜찮게 먹음
4	지나다닐 때마다 보니 대기가 많았어요 예약하고 가는 게 좋을 듯합니다
5	맛나요
5	멱살 잡힐 뻔 다음부터 브런치는 혼자 와야겠다 배가 안 차 솔플 좌석이 훨 간지임
4	너무 좋아요 추천합니다
4	호불호가 갈릴 듯
5	포장으로 시켰는데 빨리 나왔어요
4	제 입맛에는 소소했어요
5	두부두루치기 사리 칼국수 시켰어요 여자 셋 아기 하나 배 터질 뻔
3	친절하시고 음식도 빨리 나와요 두부두루치기 색달라요
5	칼칼한 거 당길 때 갑니다 호불호가 강하지만 저는 맛있어요
5	양도 많고 맛있어요
4	두부두루치기 사리면
5	년 입문 그때부터 단골이에요 대전 가면 꼭 포장한답니다
5	오징어 두루치랑 면사리 원 막걸리 조합 대박이네요 유명해서 기대하고 왔는데 기대한 만큼 맛있었어요 제 입맛에는 좀 맵긴 했는데 그래도 맛있었어요
4	칼국수
5	맛있게 맵다 양도 많고 구성비 대박
5	맛있어요
5	오래된 단골인데 항상 맛있어요 근데 오늘은 좀 짰어요
5	맛있어요
3	전반적으로 괜찮네요
4	맛있어요
4	맛있어요
4	좋아요
4	방송 보고 바로 고고 호불호가 갈린다 고춧가루가 너무 많다고 한다
4	인이 먹기엔 양이 너무 많아요
4	두부두루치기 유명한 곳
5	대전에 살기 시작한 지 얼마 되지 않았는데 한 달에 세 번 이상은 꼭 먹어요 두부두루치기 넘넘 맛나요 밥 안 먹고 두부만 배 채우면 다이어트하는 느낌도 들고
3	좋아요
5	광천 식당 두루치기는 명불허전입니다
5	다음번엔 오징어 두루치기 도전
5	설명이 필요 없는 맛 매콤한 거 좋아하는 사람들은 꼭 가봐야 할 곳
4	두부두루치기보다 칼국수가 더 맛있음
5	두부두루치기는 여기가 제일 맛있어요
4	친절해요
4	수육도 맛있고 두부 오징어 다 굿
4	맛있어요
5	매운 거 당길 때 짱
5	대전 은행동 선화동 맛집 대전맛집 광천 식당
5	최고
3	맛있는데 매워요
5	코로나가 얼른 종식되기를 기원합니다
4	엄청 유명한데 맛은 그냥 맛있는 정도
4	좋아요
4	어릴 적 먹던 추억의 맛 그대로입니다
5	어렸을 때부터 다니던 맛 집입니다 오징어 두루치기 두부두루치기 다 맛나요 최고 최고
5	오징어 잘 먹었습니다
5	다시 또 방문을 했다 여전히 맛있다
4	좀 지저분한 거 빼곤 좋아요
2	그냥 그래요 오징어 두루치기 면사리 먹었음
4	좋아요
4	백종원의 대 천왕엔 오징어가 나왔어요 그 당시 방문했을 땐 오징어를 먹었고 이번엔 두부를 먹었어요 맛은 강해요 고춧가루가 막 엄청난 맛은 아니고 면 사리는 필수
4	면사리 필수여
5	맛있어요
4	맛있어요
5	두부두루치기 맛있어요
4	맛있어요
4	두부두루치기 존맛탱
4	좋아요
5	진짜 맛있다 먹어도 먹어도 당기는 맛
2	고춧가루 범벅
5	매운 두부두루치기가 맛있는 집
5	대전에만 있는 두부두루치기 맛나네요
5	나이 먹고 두부에 맛 들였어요 진로 집보단 두부가 딱딱하지만 역시 광천의 양념과 수육은 정말 일품입니다
4	감칠맛 너무 맛있는 광천
4	맨날 보고 침만 흘리다가 먹었는데 너무나 행복합니다
5	왕 맛있었어 오
5	오징어 두루치기 너무 맛나여 중독되는 맛
4	만족
3	보통이에요 한 번쯤 가볼 만해요
5	정말 맛났어요 강추요
5	맛있어요
5	두루치기 맛있어요
5	우와 진짜 맛있어요 여긴 꼭 사진 놓고 가서 소주랑 같이 드셔야 해요 가격 대비 양도 많고 저는 매운 거 좋아해서 좋지만 매운 거 못 드시면 좀 매울 수 있어요 그냥 칼국수고 맛있고 오징어 두루치기는 자극적이지도 않고 너무 맛있어요 남은 건 포장도 되고 일하시는 분 모두 너무 친절하셔서 너무 좋았습니다 또 가서 포장해서 집에서 소주와 함께 먹어야겠어요
4	광천 식당 두부두루치기 면사리 추가
5	언제나 너무 맛있어요
3	매워요
5	맛집 강추
5	오징어 두루치기 보쌈 칼국수 배부르게 먹고 갑니다
4	진짜 푸짐하고 맛있어요
4	괜찮았던
5	좋아요
5	맛있게 매워요
3	양념 면에 두부도 들어있어요 많이 맵네요
4	두부두루치기에 칼국수 면사리 넣어드세요
5	더 매워진 거 같아요
5	맛있게 매운 두부두루치기
5	코리아 패스트푸드 국밥 앉자마자 분도 안 지나서 국밥이 나왔는데 맛도 미쳤음 저녁시간 살짝 전에 갔더니 나올 때 줄이 길어서 놀랐음 육 생선회 안 시키면 바보임
5	맛있어요
5	가격 착하고 맛도
5	매운 갈비찜 진짜 맛있어요
0	태평소 국밥 본점 연차 단골입니다 집 가까운 봉명에 갔는데 첫맛은 약간 물 탄 듯 밍밍했어요 본점은 모든 고기가 잘게 찢어져서 국물과 함께 먹을 수 있었는데 여기는 고기 대충 잘라 넣은듯한 느낌이었습니다 김치랑 깍두기는 왜 그리 맛이 없던지 갈마동 분점은 맛이 본점하고 똑같았는데 봉명은 그렇지 못하네요 젊은 사람들 많던데 태평소 국밥이 이런 맛으로 알까지 걱정이 되더군요 정말 맛있는데 말이죠 암튼 태평소 국밥 다니면서 처음으로 남기고 나왔습니다 봉명점은 다시 갈일 없겠네요 다른 분들도 기회 되시면 본점 가서 드셔보세요 봉명하고 김치부터 다르니까요
5	매운 갈비찜 진짜 너무 맛있어요
4	자주 가는 곳 맛은 좋은데 에어컨 좀 켰으면
5	맛있어요 아이들도 좋아하는 국밥
5	맛있어요 아이들도 잘 먹는 국밥
5	정말 맛있어요 추천합니다
5	맛있어요
2	예전만큼 맛이 코로나로 후다닥 포장 항상 갈비찜 포장해 먹는데 다들 맛없다며 예전 진한 맛이 그립
4	소 국밥 구성비 짱짱 국물 맛 좋고 고기도 부드러워요 진하고 칼칼한 소고기뭇국 피크 타임엔 주차가 다소 어려울 수도
4	좋아요
5	싸고 맛있어요
4	좋아요
4	괜찮아요
4	좋아요 다음에 또 올게요
5	맛나요
5	늘 맛있어요 구성비 최고
5	대전에서 소 국밥 제일 맛있는 집
3	맛있어요
5	개마싯슴
5	유명한 맛집 내장탕 먹으니 육 생선회에 소주 한 잔 먹고 싶군
4	맛있어요
4	좋아요
5	맛집 줄 서서 먹는 집
4	좋아요 좋아 좋아
5	국밥의 제왕
5	가격 저렴하고 정말 맛있어요
4	특내장탕과 매운 소갈비찜 매운 갈비찜에 홍합은 신기 양념이 맵지 않고 달짝지근한 떡볶이 같은 느낌 고기 부드럽고 맛있었어요 내장탕은 생각보다 매콤하고 국물이 묵직해요 여러 가지 내장도 많이 들어가고 진짜 소주를 부르는 맛 김치랑 깍두기는 둘 다 제 스타일이 아니었음 어느 직원은 친절하고 어느 직원은 불친절 서빙하던 사람들 다 외국인 남자들이었어요 새벽엔 술 먹고 다들 차로 오기 때문에 다들 목소리가 엄청 큽니다 그래서 먹다 말고 자꾸 둘러보게 되고 귀가 울리는 느낌 대전에 들른다면 다음에도 꼭 들리고 싶은 맛집
5	어제 갔었는데 너무 맛있어서 또 먹었어요 내장국밥 시켰는데 맛있긴 한데 소 국밥이 너무 맛있어서 후회됐어요
4	내장탕 굿 맛나요
5	국밥 부심 장난 아닌데 이건 진짜 맛있어요 육 생선회도 정말 저렴하고 맛있어요
5	소 국밥 육 생선회 내장탕도 최고
5	거리 두기로 한 테이블씩 띄워앉아요
4	먹을만해요
5	맛있어요
4	국밥은 역시 태평소 국밥
5	내장탕이 진짜 맛있어요
5	갈비찜존맛 이건 무조건 먹어야 함
4	맛나요 고기도 많이 들어있어요 조미료 맛은 좀 나지만
4	고기가 듬뿍 들어있어서 가격도 저렴하고 맛도 좋아요
4	정말 맛있습니다 생각나는 맛이에요
4	국물 고기 맛이 진합니다
5	처음 대전 방문해서 먹어봤는데 국물이 진하고 맛있어요
2	맛이 변했네요
5	구성비가 좋아요
4	진짜 완전 존맛탱임
3	좋아요
5	맛 집이에요
5	내장탕 추천 추천 양도 많고 맛있어요
4	맛있어요 사람이 늘 많은 곳
2	그냥 한우국밥 엄청나게 짜고 왜 줄을 서는지 모르겠음
4	항상 맛나요
